
Gurobi 9.5.0 (linux64) logging started Sun Jun 19 05:17:30 2022

Set parameter LogFile to value "/local_workspace/chenrui/LogFiles/MKAP/new1W_R25_M30_N300_seed3_DWcutsCTp4_600.log"
Gurobi Optimizer version 9.5.0 build v9.5.0rc5 (linux64)
Thread count: 56 physical cores, 56 logical processors, using up to 4 threads
Optimize a model with 10483 rows, 9750 columns and 138313 nonzeros
Model fingerprint: 0xd71a0a00
Variable types: 0 continuous, 9750 integer (9750 binary)
Coefficient statistics:
  Matrix range     [1e-13, 1e+04]
  Objective range  [6e+01, 9e+02]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e-05, 1e+00]
Warning: Model contains large matrix coefficient range
         Consider reformulating model or setting NumericFocus parameter
         to avoid numerical issues.
Found heuristic solution: objective 0.0000000
Presolve removed 755 rows and 1315 columns
Presolve time: 0.41s
Presolved: 9728 rows, 8435 columns, 121802 nonzeros
Found heuristic solution: objective -9361.000000
Variable types: 0 continuous, 8435 integer (8435 binary)

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
   21978   -9.3531020e+04   8.240917e+03   0.000000e+00      5s
   24896   -9.3515667e+04   0.000000e+00   0.000000e+00      6s

Root relaxation: objective -9.351567e+04, 24896 iterations, 5.78 seconds (7.53 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
  1432  1312 -93495.250   17  628 -93109.000 -93513.181  0.43%   299  175s
  1450  1324 -93509.802   20  590 -93109.000 -93513.181  0.43%   302  181s
  1470  1339 -93501.700   22  505 -93109.000 -93513.181  0.43%   305  185s
  1509  1368 -93445.175   29  535 -93109.000 -93513.181  0.43%   311  190s
  1557  1394     cutoff   35      -93109.000 -93513.181  0.43%   317  198s
  1582  1422 -93426.142   37  494 -93109.000 -93513.181  0.43%   320  201s
  1607  1421 -93473.159   40  338 -93109.000 -93513.181  0.43%   323  207s
  1645  1451 -93461.959   46  303 -93109.000 -93513.181  0.43%   330  211s
  1681  1474 -93458.927   51  316 -93109.000 -93513.181  0.43%   335  216s
  1723  1504 -93457.860   57  386 -93109.000 -93513.181  0.43%   345  220s
H 1743  1431                    -93119.00000 -93513.181  0.42%   346  220s
  1845  1480 -93403.209   81  379 -93119.000 -93513.181  0.42%   346  226s
  1971  1486 -93384.017   95  392 -93119.000 -93513.181  0.42%   342  231s
  2044  1519 -93380.318  105  303 -93119.000 -93513.181  0.42%   341  235s
  2132  1569 -93374.240  113  290 -93119.000 -93513.181  0.42%   344  243s
  2177  1616 -93371.485  118  334 -93119.000 -93513.181  0.42%   345  246s
  2339  1686 -93340.682  136  295 -93119.000 -93513.181  0.42%   348  252s
H 2392  1596                    -93131.00006 -93513.181  0.41%   346  252s
  2457  1616 -93337.205  149  238 -93131.000 -93513.181  0.41%   343  256s
H 2575  1539                    -93145.00000 -93513.181  0.40%   346  258s
  2582  1590 -93308.019  175  268 -93145.000 -93513.181  0.40%   347  262s
  2666  1619     cutoff  190      -93145.000 -93513.181  0.40%   347  265s
  2916  1664 -93162.927   33  465 -93145.000 -93513.181  0.40%   340  276s
H 3077  1371                    -93234.00000 -93513.181  0.30%   339  279s
  3195  1363 -93442.238   27  497 -93234.000 -93513.181  0.30%   332  282s
  3291  1393 -93327.230   44  449 -93234.000 -93513.181  0.30%   331  286s
  3361  1464 -93264.942   56  446 -93234.000 -93513.181  0.30%   331  290s
  3530  1504 -93479.875   40  512 -93234.000 -93513.027  0.30%   329  298s
  3643  1560 -93393.036   65  397 -93234.000 -93513.027  0.30%   329  302s
H 3765  1494                    -93235.00010 -93513.027  0.30%   329  313s
H 3766  1368                    -93250.00000 -93513.027  0.28%   329  313s
  3802  1436 infeasible   95      -93250.000 -93511.930  0.28%   328  318s
  3899  1545 -93312.309   39  477 -93250.000 -93509.229  0.28%   326  327s
  4092  1593 -93353.204   33  466 -93250.000 -93509.229  0.28%   324  333s
  4322  1683 -93261.512   54  445 -93250.000 -93507.584  0.28%   318  338s
  4557  1765 -93407.870   25  475 -93250.000 -93507.335  0.28%   318  343s
  4674  1913     cutoff   54      -93250.000 -93507.049  0.28%   318  349s
  4919  1937 -93395.517   46  326 -93250.000 -93506.878  0.28%   314  358s
  4943  2105 -93290.235   52  356 -93250.000 -93506.657  0.28%   314  364s
  5175  2277 -93303.109   51  554 -93250.000 -93505.314  0.27%   314  371s
  5431  2505 -93285.254   45  373 -93250.000 -93504.355  0.27%   314  378s
  5825  2736 -93477.925   31  512 -93250.000 -93503.388  0.27%   307  386s
  6152  2920 -93487.513   26  593 -93250.000 -93502.595  0.27%   308  394s
  6499  3177 -93268.430   69  390 -93250.000 -93501.681  0.27%   309  403s
  6837  3506 -93262.798   79  448 -93250.000 -93500.998  0.27%   309  413s
  7305  3809 -93348.309   58  352 -93250.000 -93499.936  0.27%   307  423s
  7717  4198 -93281.438   72  393 -93250.000 -93499.371  0.27%   309  434s
  8233  4614 -93345.516   45  440 -93250.000 -93498.772  0.27%   308  445s
  8795  4960 -93393.265   31  438 -93250.000 -93497.266  0.27%   306  457s
  9304  5302 -93461.374   27  469 -93250.000 -93496.323  0.26%   305  470s
  9761  5655 -93451.138   32  488 -93250.000 -93495.862  0.26%   304  484s
 10372  5656 -93268.033   84  511 -93250.000 -93495.862  0.26%   304  495s
 10374  5657 -93280.151   64  498 -93250.000 -93495.862  0.26%   304  502s
 10379  5661 -93351.403   53  498 -93250.000 -93495.862  0.26%   303  505s
 10392  5671 -93495.862   25  583 -93250.000 -93495.862  0.26%   306  525s
 10394  5673 -93495.862   26  594 -93250.000 -93495.862  0.26%   307  546s
 10397  5675 -93495.862   27  641 -93250.000 -93495.862  0.26%   307  565s
 10401  5677 -93495.862   28  615 -93250.000 -93495.862  0.26%   307  571s
 10409  5681 -93495.862   29  585 -93250.000 -93495.862  0.26%   307  575s
 10417  5685 -93495.862   30  622 -93250.000 -93495.862  0.26%   307  580s
 10437  5695 -93487.631   31  523 -93250.000 -93495.862  0.26%   307  587s
 10447  5697     cutoff   32      -93250.000 -93495.862  0.26%   307  590s
 10478  5713 -93385.094   36  467 -93250.000 -93495.862  0.26%   308  598s
 10486  5717 -93483.669   37  604 -93250.000 -93495.862  0.26%   308  600s

Cutting planes:
  Lift-and-project: 1
  Cover: 37
  Clique: 59
  MIR: 3
  StrongCG: 2

Explored 10499 nodes (3267805 simplex iterations) in 600.01 seconds (1212.71 work units)
Thread count was 4 (of 56 available processors)

Solution count 10: -93250 -93235 -93234 ... -93097

Time limit reached
Best objective -9.325000000000e+04, best bound -9.349500000000e+04, gap 0.2627%
