
Gurobi 9.5.0 (linux64) logging started Tue Mar 29 17:50:58 2022

Set parameter LogFile to value "/local_workspace/chenrui/LogFiles/MKAP/MKAP_20_100_10_3_original.log"
Gurobi Optimizer version 9.5.0 build v9.5.0rc5 (linux64)
Thread count: 56 physical cores, 56 logical processors, using up to 4 threads
Optimize a model with 320 rows, 2200 columns and 4400 nonzeros
Model fingerprint: 0xe5792e13
Variable types: 0 continuous, 2200 integer (2200 binary)
Coefficient statistics:
  Matrix range     [1e+00, 2e+03]
  Objective range  [9e+00, 1e+03]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 1e+00]
Found heuristic solution: objective 0.0000000
Presolve removed 20 rows and 20 columns
Presolve time: 0.02s
Presolved: 300 rows, 2180 columns, 4360 nonzeros
Variable types: 0 continuous, 2180 integer (2180 binary)
Found heuristic solution: objective -24427.00000

Root relaxation: objective -4.262829e+04, 1411 iterations, 0.02 seconds (0.02 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
     0     0 -42577.321    0  279 -41335.000 -42577.321  3.01%     -    1s
     0     0 -42577.276    0  270 -41335.000 -42577.276  3.01%     -    1s
     0     0 -42574.025    0  271 -41335.000 -42574.025  3.00%     -    1s
     0     0 -42573.549    0  273 -41335.000 -42573.549  3.00%     -    1s
     0     0 -42573.532    0  272 -41335.000 -42573.532  3.00%     -    1s
     0     0 -42570.791    0  289 -41335.000 -42570.791  2.99%     -    1s
     0     0 -42569.129    0  318 -41335.000 -42569.129  2.99%     -    1s
     0     0 -42568.088    0  342 -41335.000 -42568.088  2.98%     -    1s
     0     0 -42567.657    0  349 -41335.000 -42567.657  2.98%     -    1s
     0     0 -42567.541    0  332 -41335.000 -42567.541  2.98%     -    1s
     0     0 -42563.618    0  312 -41335.000 -42563.618  2.97%     -    1s
     0     0 -42562.916    0  264 -41335.000 -42562.916  2.97%     -    1s
     0     0 -42562.601    0  281 -41335.000 -42562.601  2.97%     -    1s
     0     0 -42562.497    0  290 -41335.000 -42562.497  2.97%     -    1s
     0     0 -42557.370    0  304 -41335.000 -42557.370  2.96%     -    1s
     0     0 -42556.324    0  278 -41335.000 -42556.324  2.95%     -    1s
     0     0 -42555.370    0  313 -41335.000 -42555.370  2.95%     -    1s
     0     0 -42554.694    0  294 -41335.000 -42554.694  2.95%     -    1s
     0     0 -42554.505    0  283 -41335.000 -42554.505  2.95%     -    1s
     0     0 -42554.213    0  284 -41335.000 -42554.213  2.95%     -    1s
     0     0 -42554.181    0  296 -41335.000 -42554.181  2.95%     -    1s
     0     0 -42547.876    0  310 -41335.000 -42547.876  2.93%     -    1s
     0     0 -42547.076    0  294 -41335.000 -42547.076  2.93%     -    1s
     0     0 -42546.901    0  314 -41335.000 -42546.901  2.93%     -    1s
     0     0 -42544.507    0  327 -41335.000 -42544.507  2.93%     -    1s
     0     0 -42543.338    0  320 -41335.000 -42543.338  2.92%     -    1s
     0     0 -42542.879    0  352 -41335.000 -42542.879  2.92%     -    1s
     0     0 -42542.727    0  362 -41335.000 -42542.727  2.92%     -    1s
     0     0 -42538.466    0  348 -41335.000 -42538.466  2.91%     -    1s
     0     0 -42537.335    0  325 -41335.000 -42537.335  2.91%     -    1s
     0     0 -42537.047    0  336 -41335.000 -42537.047  2.91%     -    1s
     0     0 -42536.812    0  350 -41335.000 -42536.812  2.91%     -    1s
     0     0 -42536.731    0  347 -41335.000 -42536.731  2.91%     -    1s
     0     0 -42533.983    0  359 -41335.000 -42533.983  2.90%     -    2s
     0     0 -42532.982    0  360 -41335.000 -42532.982  2.90%     -    2s
     0     0 -42532.839    0  372 -41335.000 -42532.839  2.90%     -    2s
     0     0 -42530.712    0  329 -41335.000 -42530.712  2.89%     -    2s
     0     0 -42529.550    0  353 -41335.000 -42529.550  2.89%     -    2s
     0     0 -42528.775    0  372 -41335.000 -42528.775  2.89%     -    2s
     0     0 -42528.564    0  368 -41335.000 -42528.564  2.89%     -    2s
     0     0 -42525.674    0  339 -41335.000 -42525.674  2.88%     -    2s
     0     0 -42524.276    0  359 -41335.000 -42524.276  2.88%     -    2s
     0     0 -42523.291    0  359 -41335.000 -42523.291  2.87%     -    2s
     0     0 -42523.062    0  374 -41335.000 -42523.062  2.87%     -    2s
H    0     0                    -41425.00000 -42521.834  2.65%     -    2s
     0     0 -42521.834    0  374 -41425.000 -42521.834  2.65%     -    2s
     0     0 -42521.574    0  397 -41425.000 -42521.574  2.65%     -    2s
     0     0 -42519.263    0  329 -41425.000 -42519.263  2.64%     -    2s
     0     0 -42518.820    0  348 -41425.000 -42518.820  2.64%     -    2s
     0     0 -42518.542    0  359 -41425.000 -42518.542  2.64%     -    2s
     0     0 -42516.747    0  349 -41425.000 -42516.747  2.64%     -    2s
     0     0 -42516.747    0  347 -41425.000 -42516.747  2.64%     -    2s
     0     2 -42516.747    0  333 -41425.000 -42516.747  2.64%     -    2s
H   29    34                    -41434.00000 -42511.775  2.60%   203    3s
H   32    34                    -41509.00000 -42511.758  2.42%   200    3s
H  108   147                    -41546.00000 -42511.758  2.32%   167    3s
H  161   211                    -41739.00000 -42511.758  1.85%   157    3s
   796   762 -42499.969   19  276 -41739.000 -42511.293  1.85%  76.6    5s
  1091   991 -41999.215   99  386 -41739.000 -42490.214  1.80%  75.9   10s
  1171  1046 -42470.861   36  381 -41739.000 -42470.861  1.75%  89.9   15s
  1435  1231 -42420.187   51  265 -41739.000 -42467.937  1.75%   122   20s
  2302  1688 -42387.250  112  190 -41739.000 -42467.937  1.75%   111   25s
  4302  2768 -42439.093   40  338 -41739.000 -42463.673  1.74%  96.8   30s
  6232  4645 -42319.339   59  242 -41739.000 -42461.546  1.73%  96.7   35s
  9322  7280 -42240.046   77  244 -41739.000 -42457.340  1.72%  92.2   40s
 12060  9586 -42442.765   46  339 -41739.000 -42453.266  1.71%  89.9   45s
 14530 11446 -42311.017   36  285 -41739.000 -42450.734  1.71%  88.0   50s
 16781 13169 -41772.253   91  125 -41739.000 -42449.318  1.70%  88.2   55s
 19422 15447 -41986.959   87  255 -41739.000 -42446.627  1.70%  88.0   60s
H19571 14808                    -41780.00000 -42446.627  1.60%  87.9   60s
 20841 15475 -41951.912  139  347 -41780.000 -42445.704  1.59%  88.1   71s
 20881 15502 -42151.382   50  329 -41780.000 -42445.704  1.59%  87.9   75s
H20899 14737                    -41784.00000 -42442.918  1.58%  87.9   78s
 20918 14749 -42103.448   96  332 -41784.000 -42436.335  1.56%  87.8   80s
 20951 14771 -42090.564   39  354 -41784.000 -42429.651  1.55%  87.6   85s
 20969 14786 -42426.736   35  290 -41784.000 -42426.736  1.54%  88.9   90s
 20979 14795 -42412.884   37  333 -41784.000 -42426.002  1.54%  89.0   95s
 21112 14892 -42391.980   51  254 -41784.000 -42417.751  1.52%  89.4  100s
H21291 14268                    -41898.00000 -42417.751  1.24%  89.7  102s
H21670 13751                    -41903.00000 -42417.751  1.23%  90.2  104s
H21676 13057                    -41987.00000 -42417.751  1.03%  90.1  104s
 21700 13118 -42177.673  113  182 -41987.000 -42417.751  1.03%  90.2  105s
 22615 13438 -42367.340   49  283 -41987.000 -42408.768  1.00%  90.2  111s
 23407 13929 -42274.645   45  317 -41987.000 -42406.236  1.00%  90.0  115s
 25259 14803 -42006.895   64  209 -41987.000 -42393.378  0.97%  91.3  120s
 27000 15526 -42206.443   56  313 -41987.000 -42380.404  0.94%  93.0  125s
 29025 16462 -42236.668   58  255 -41987.000 -42372.527  0.92%  94.7  130s
 31063 17476 -42081.080   52  294 -41987.000 -42363.481  0.90%  96.2  136s
 32515 17941 -42151.526  112  278 -41987.000 -42360.793  0.89%  97.3  140s
 34563 18925 -42224.765   81  232 -41987.000 -42358.544  0.88%  98.4  145s
 36311 19666 -42200.524  142  127 -41987.000 -42356.820  0.88%   100  150s
 38203 20400 -42191.054   73  240 -41987.000 -42354.423  0.88%   101  155s
 39638 20925     cutoff   67      -41987.000 -42353.056  0.87%   103  160s
 40948 21568 -42154.851   86  228 -41987.000 -42351.431  0.87%   103  165s
 42928 22163 -42088.849  100  223 -41987.000 -42349.225  0.86%   105  170s
 44150 22626 -42080.705  107  210 -41987.000 -42347.905  0.86%   106  175s
 46111 23416 -42274.887   80  271 -41987.000 -42345.626  0.85%   108  181s
 47408 23976 -42027.457  104  172 -41987.000 -42344.749  0.85%   109  186s
 48982 24434     cutoff   88      -41987.000 -42343.347  0.85%   110  191s
 50553 24960     cutoff   81      -41987.000 -42342.262  0.85%   111  196s
 51908 25492 -42290.217   71  249 -41987.000 -42341.436  0.84%   112  201s
 53446 25942 -42205.573   59  257 -41987.000 -42340.164  0.84%   114  206s
 55230 26303 -42291.841   51  289 -41987.000 -42339.079  0.84%   114  211s
 56603 26990 -42257.275   68  262 -41987.000 -42338.372  0.84%   115  216s
 57617 27512 -42093.082   82  230 -41987.000 -42337.522  0.83%   116  220s
H58576 11234                    -42157.00000 -42337.087  0.43%   116  222s
 59325 11525 -42227.501   64  239 -42157.000 -42336.539  0.43%   116  226s
H59460 10312                    -42172.00000 -42336.539  0.39%   116  226s
 60731 11179 -42203.715   94  232 -42172.000 -42335.201  0.39%   117  231s
 61854 11886 -42272.494   62  254 -42172.000 -42334.056  0.38%   118  236s
 62959 12553 -42254.414   73  265 -42172.000 -42333.426  0.38%   119  240s
 64617 13524 -42305.621   84  278 -42172.000 -42331.741  0.38%   120  247s
 65885 14060 -42310.711   61  253 -42172.000 -42330.762  0.38%   121  251s
 66852 14742 -42322.199   52  330 -42172.000 -42329.917  0.37%   121  256s
 68175 15439 -42304.293   72  291 -42172.000 -42329.010  0.37%   122  261s
 69312 16066     cutoff   84      -42172.000 -42328.270  0.37%   123  266s
 70618 16928 -42234.141   76  256 -42172.000 -42327.288  0.37%   123  270s
 72069 17627 -42182.090   74  239 -42172.000 -42326.871  0.37%   124  275s
 72972 18486 -42192.853  116  244 -42172.000 -42326.320  0.37%   124  281s
 74645 19091 -42193.665   60  237 -42172.000 -42325.404  0.36%   125  286s
 75943 19937 -42281.166   75  249 -42172.000 -42324.867  0.36%   126  291s
 77184 20449 -42181.888   77  206 -42172.000 -42324.372  0.36%   126  296s
 78491 21229 -42302.444   67  245 -42172.000 -42323.743  0.36%   127  301s
 79985 22006 -42279.225   59  211 -42172.000 -42323.228  0.36%   127  305s
 81224 22719 -42216.211   66  159 -42172.000 -42322.653  0.36%   128  310s
 83099 23664 -42277.724   63  294 -42172.000 -42322.140  0.36%   129  316s
 84260 24318 -42197.735   97  285 -42172.000 -42321.698  0.35%   129  321s
 85604 25019     cutoff   57      -42172.000 -42321.170  0.35%   130  325s
 86763 25510 -42254.813   69  257 -42172.000 -42320.840  0.35%   130  330s
 88526 26310 -42182.885   73  254 -42172.000 -42320.186  0.35%   131  336s
 89629 26882 -42251.534   64  308 -42172.000 -42319.903  0.35%   132  341s
 90830 27433     cutoff   73      -42172.000 -42319.493  0.35%   132  345s
 91953 28036     cutoff   78      -42172.000 -42319.027  0.35%   133  350s
 93692 28959 -42174.185   63  224 -42172.000 -42318.680  0.35%   133  356s
 94835 29506 -42211.708   79  170 -42172.000 -42318.351  0.35%   134  361s
 96082 30115 -42194.566   80  213 -42172.000 -42317.974  0.35%   134  365s
 97187 30724 -42179.198   86  248 -42172.000 -42317.717  0.35%   135  370s
 98398 31245     cutoff   65      -42172.000 -42317.268  0.34%   135  375s
 99624 31793 -42275.799   71  172 -42172.000 -42316.909  0.34%   135  380s
 101338 32641 -42225.772   84  186 -42172.000 -42316.449  0.34%   136  386s
 102585 33262 -42298.150   79  246 -42172.000 -42316.041  0.34%   137  391s
 103810 33832     cutoff   65      -42172.000 -42315.703  0.34%   137  396s
 105041 34326 -42263.700   74  252 -42172.000 -42315.300  0.34%   137  400s
 106183 34896     cutoff   72      -42172.000 -42314.959  0.34%   138  405s
 108027 35748     cutoff   95      -42172.000 -42314.422  0.34%   138  412s
 109132 36249 -42199.813   75  164 -42172.000 -42314.038  0.34%   138  416s
 110382 36807 -42283.575   81  222 -42172.000 -42313.703  0.34%   139  421s
 111628 37322 -42230.616   76  233 -42172.000 -42313.420  0.34%   139  425s
 112796 37821     cutoff   81      -42172.000 -42313.049  0.33%   139  430s
 114661 38647 -42288.008   79  227 -42172.000 -42312.590  0.33%   140  436s
 115788 39184 -42262.014   70  234 -42172.000 -42312.329  0.33%   140  441s
 116956 39687     cutoff   96      -42172.000 -42312.097  0.33%   140  445s
 118745 40422     cutoff   81      -42172.000 -42311.584  0.33%   140  452s
 119898 40997 -42303.806   69  251 -42172.000 -42311.281  0.33%   141  456s
 121099 41399 -42185.342   68  230 -42172.000 -42310.896  0.33%   141  461s
 122190 41965 -42233.424   79  200 -42172.000 -42310.697  0.33%   141  465s
 123274 42478 -42297.144   72  216 -42172.000 -42310.441  0.33%   142  470s
 124422 43068 -42245.742   88  280 -42172.000 -42310.247  0.33%   142  475s
 126219 43828 -42263.527   83  198 -42172.000 -42309.795  0.33%   142  482s
 127379 44388 -42205.466   73  247 -42172.000 -42309.488  0.33%   143  486s
 128557 44786 -42208.588   71  202 -42172.000 -42309.096  0.33%   143  491s
 129703 45278 -42298.233   69  271 -42172.000 -42308.803  0.32%   143  496s
 130925 45860 -42216.880   76  225 -42172.000 -42308.570  0.32%   144  500s
 132122 46347     cutoff   74      -42172.000 -42308.328  0.32%   144  505s
 133284 46815 -42288.375   72  260 -42172.000 -42308.090  0.32%   144  510s
 134454 47385 -42204.287   79  258 -42172.000 -42307.789  0.32%   144  515s
 136189 48065 -42273.598   55  287 -42172.000 -42307.380  0.32%   145  522s
 137500 48586 -42173.114   74  212 -42172.000 -42307.037  0.32%   145  527s
 138619 49234 -42255.503   66  293 -42172.000 -42306.814  0.32%   145  532s
 139933 49777 -42181.691   72  237 -42172.000 -42306.485  0.32%   145  537s
 141181 50368     cutoff   65      -42172.000 -42306.196  0.32%   146  542s
 142545 50883     cutoff   86      -42172.000 -42305.982  0.32%   146  546s
 143817 51407 -42279.256   74  185 -42172.000 -42305.683  0.32%   146  551s
 145102 51915 -42186.804   61  309 -42172.000 -42305.441  0.32%   146  555s
 146304 52469 -42174.373   85  318 -42172.000 -42305.226  0.32%   146  560s
 147494 53036 -42260.808   57  243 -42172.000 -42304.954  0.32%   146  565s
 148647 53484     cutoff   59      -42172.000 -42304.753  0.31%   146  570s
 149909 54032 -42191.696   89  270 -42172.000 -42304.430  0.31%   147  575s
 151156 54540 -42182.554   67  254 -42172.000 -42304.209  0.31%   147  580s
 153027 55286 -42212.735   73  225 -42172.000 -42303.929  0.31%   147  587s
 154267 55798 -42176.299   85  236 -42172.000 -42303.704  0.31%   147  592s
 155506 56315 -42187.959   87  218 -42172.000 -42303.502  0.31%   147  596s
 156672 56705 -42204.328   87  168 -42172.000 -42303.267  0.31%   148  600s

Cutting planes:
  Gomory: 41
  Cover: 502
  Clique: 65
  MIR: 534
  StrongCG: 202
  Flow cover: 277
  Zero half: 10
  RLT: 16
  Relax-and-lift: 4

Explored 156875 nodes (23176212 simplex iterations) in 600.00 seconds (1158.16 work units)
Thread count was 4 (of 56 available processors)

Solution count 10: -42172 -42157 -41987 ... -41509

Time limit reached
Best objective -4.217200000000e+04, best bound -4.230300000000e+04, gap 0.3106%
